id,title,cast,release_year,duration_int,duration_type
ds1153,ratatouille,"patton oswalt, ian holm, lou romano, brian dennehy, peter sohn, peter o'toole",2007,111.0,min
ds1154,read it and weep,"kay panabaker, jason dolley, robin riker, tom virtue, alexandra krosney, danielle panabaker",2006,85.0,min
ds1155,ready to run,"krissy perez, jason dohring, lillian hurst, jon brazier, nestor serrano, theresa saldana",2000,89.0,min
ds1156,recess: all growed down,"rickey collins, jason davis, ashley johnson, myles jeffrey, andrew lawrence, ross malinger",2003,61.0,min
ds1157,recess: school's out,"rickey collins, jason davis, ashely johnson, andy lawrence, courtland mead, pam segall",2001,87.0,min
ds1158,recess: taking the 5th grade,"rickey collins, jason davis, myles jeffrey, ashley johnson, courtland mead, pamela adlon",2003,63.0,min
ds1159,red's dream,,1987,4.0,min
ds1160,remember the titans,"denzel washington, will patton, donald faison, wood harris, ryan hurst, ethan suplee",2000,114.0,min
ds1161,rescue dog,,1947,7.0,min
ds1162,return from witch mountain,"bette davis, christopher lee, kim richards, ike eisenmann, jack soo, anthony james",1978,94.0,min
ds1163,return to halloweentown,"sara paxton, judith hoag, lucas grabeel, j. zimmerman, kristy wu, keone young",2006,89.0,min
ds1164,return to oz,"nicol williamson, jean marsh, piper laurie, matt clark, fairuza balk, michael sundin",1985,110.0,min
ds1165,richie rich's christmas wish,"david gallagher, eugene levy, keene curtis, jake richardson, martin mull, lesley warren",1998,85.0,min
ds1166,right on track,"beverley mitchell, brie larson, marcus toji, jodi russell, jon lindstrom, ruby o'neil",2003,88.0,min
ds1167,riley’s first date?,"lori alan, carlos alazraqui, lewis black, josh cooley, ben cox, kaitlyn dias",2015,8.0,min
ds1168,rip girls,"camilla belle, dwier brown, stacie hess, brian stark, jeanne mori, lauren sinclair",2000,87.0,min
ds1169,robin hood,"roger miller, peter ustinov, terry-thomas , brian bedford, monica evans, phil harris",1973,85.0,min
ds1170,rocky mountain animal rescue,chopper bernet,2018,1.0,season
ds1171,rogue one: a star wars story,"felicity jones, diego luna, ben mendelsohn, donnie yen, mads mikkelsen, alan tudyk",2016,134.0,min
ds1172,roving mars,"paul newman, steve squyres, rob manning, dr. elachi, wayne lee",2006,41.0,min
ds1173,ruby bridges,"penelope miller, kevin pollak, michael beach, jean kelly, peter james, patrika darbo",1998,90.0,min
ds1174,sacred planet,"robert redford, arapata mckay, tsaan ciqae, mae tui, cy peck jr., mutang urud",2004,47.0,min
ds1175,saludos amigos,fred shields,1943,42.0,min
ds1176,"sammy, the way-out seal","jack carson, robert culp, patricia barry, elisabeth fraser, michael mcgreevey, billy mummy",1962,43.0,min
ds1177,sanjay's super team,"brenton schraff, sunny attar, arun rao, jaquelynn herrera",2015,7.0,min
ds1178,santa paws 2: the santa pups,"cheryl ladd, george newbern, pat finn, danny woodburn, obba babatunde, paul rae",2012,92.0,min
ds1179,santa's workshop,,1932,7.0,min
ds1180,saving mr. banks,"emma thompson, tom hanks, colin farrell, paul giamatti, jason schwartzman, bradley whitford",2013,129.0,min
ds1181,science fair,"anjali chadha, ryan folz, harsha paladugu, abraham riedel-mishaan, kashfia rahman, ivo zell",2018,91.0,min
ds1182,sea of hope: america's underwater treasures,max kennedy,2017,47.0,min
ds1183,secret of the wings,"mae whitman, lucy hale, timothy dalton, jeff bennett, lucy liu, raven-symoné",2012,79.0,min
ds1184,secretariat,"diane lane, john malkovich, dylan walsh, james cromwell, kevin connolly, nelsan ellis",2010,124.0,min
ds1185,secrets of christ's tomb: explorer special,,2017,47.0,min
ds1186,secrets of life,winston hibler,1956,70.0,min
ds1187,secrets of the king cobra,andre braugher,2012,47.0,min
ds1188,shake it up,"bella thorne, zendaya , davis cleveland, roshon fegan, adam irigoyen, kenton duty",2010,3.0,season
ds1189,sharks of lost island,chris mclinden,2013,45.0,min
ds1190,sharpay's fabulous adventure,"ashley tisdale, austin butler, cameron goodman, bradley perry, alec mapa, jack plotnick",2011,92.0,min
ds1191,shipwrecked,"stian smestad, trond peter munch, louisa haigh, gabriel byrne, bjørn sundquist, eva von hanno",1991,93.0,min
ds1192,silver surfer,"paul essiembre, james blendick, robert bockstael, jennifer daley, colin fox",1997,1.0,season
ds1193,simpsons movie,"dan castellaneta, julie kavner, nancy cartwright, yeardley smith, harry shearer, hank azaria",2007,88.0,min
ds1194,sister act,"whoopi goldberg, maggie smith, harvey keitel, bill nunn, mary wickes, kathy najimy",1992,101.0,min
ds1195,sister act 2: back in the habit,"whoopi goldberg, kathy najimy, barnard hughes, mary wickes, james coburn, michael jeter",1993,108.0,min
ds1196,skyrunners,"kelly blatz, joey pollari, conrad coates, jacqueline wood, nathan stephenson, kerry laifatt",2009,93.0,min
ds1197,sleeping beauty,"mary costa, eleanor audley, barbara luddy, taylor holmes, bill shirley, verna felton",1959,77.0,min
ds1198,smart house,"ryan merriman, kevin kilner, jessica steen, katie volding, katey sagal, emilio borelli",1999,82.0,min
ds1199,smash and grab,,2019,8.0,min
ds1200,snow white and the seven dwarfs,"adriana caselotti, harry stockwell, lucille laverne, moroni olsen, billy gilbert, pinto colvig",1937,84.0,min
ds1201,snowball express,"dean jones, nancy olson, harry morgan, keenan wynn, johnny whitaker, michael mcgreevy",1972,94.0,min
ds1202,snowglobe,"christina milian, erin karpluk, hilda doherty, jason schombing, james kot, andrew krivanek",2007,90.0,min
ds1203,so weird,"cara delizia, patrick levis, erik von detten, belinda metz, dave ward, mackenzie phillips",1999,3.0,season
ds1204,society dog show,"pinto colvig, walt disney",1939,9.0,min
ds1205,spider-man (shorts),,2016,1.0,season
ds1206,spider-man and his amazing friends,"hans conried, jerry dexter, george dicenzo, alan dinehart, walker edminston, michael evans",1982,1.0,season
ds1207,spider-man unlimited,"rino romano, kathleen barr, jim byrnes, garry chalk, paul dobson",1999,1.0,season
ds1208,spider-woman,"joan ark, bruce miller, bryan scott, lou krugman, dick tufeld",1979,1.0,season
ds1209,star wars forces of destiny (shorts),"ashley eckstein, matt lanter, c1-10p a.k.a. ""chopper"" , john boyega, vanessa marshall, felicity jones",2016,2.0,season
ds1210,star wars rebels,"taylor gray, vanessa marshall, freddie prinze jr., tiya sircar, steve blum, c1-10p a.k.a. ""chopper""",2014,4.0,season
ds1211,star wars rebels (shorts),,2014,1.0,season
ds1212,star wars: a new hope (episode iv),"mark hamill, harrison ford, carrie fisher, peter cushing, alec guinness, anthony daniels",1977,125.0,min
ds1213,star wars: attack of the clones (episode ii),"ewan mcgregor, natalie portman, hayden christensen, frank oz, ian mcdiarmid, pernilla august",2002,143.0,min
ds1214,star wars: blips,,2019,1.0,season
ds1215,star wars: return of the jedi (episode vi),"mark hamill, harrison ford, carrie fisher, billy williams, anthony daniels, peter mayhew",1983,135.0,min
ds1216,star wars: revenge of the sith (episode iii),"ewan mcgregor, natalie portman, hayden christensen, ian mcdiarmid, frank oz, jimmy smits",2005,140.0,min
ds1217,star wars: the empire strikes back (episode v),"mark hamill, harrison ford, carrie fisher, billy williams, anthony daniels, david prowse",1980,127.0,min
ds1218,star wars: the force awakens (episode vii),"harrison ford, mark hamill, carrie fisher, adam driver, daisy ridley, john boyega",2015,139.0,min
ds1219,star wars: the phantom menace (episode i),"liam neeson, ewan mcgregor, natalie portman, jake lloyd, pernilla august, frank oz",1999,136.0,min
ds1220,starstruck,"sterling knight, danielle campbell, maggie castle, brandon smith, chelsea staub, beth littleford",2010,81.0,min
ds1221,steamboat willie,walt disney,1928,8.0,min
ds1222,stepsister from planet weird,"courtnee draper, tamara hope, lance guest, khrystyne haje, vanessa chester, myles jeffrey",2000,86.0,min
ds1223,stitch! the movie,"daveigh chase, chris sanders, tia carrere, david stiers, kevin mcdonald, ving rhames",2003,62.0,min
ds1224,stonehenge decoded: secrets revealed,craig sechler,2008,44.0,min
ds1225,stuck in the suburbs,"danielle panabaker, brenda song, amanda shaw, cici hedgepeth, jennie garland, ryan belleville",2004,79.0,min
ds1226,sultan and the rock star,"timothy hutton, ken swofford, bruce glover, ned romero, richard paul, pat delany",1980,47.0,min
ds1227,super buddies,"jeremy shinder, tenzing trainor, ty panitz, g. hannelius, cooper roth, colin hanks",2013,83.0,min
ds1228,swiss family robinson,"thomas mitchell, edna best, freddie bartholomew, terry kilburn, tim holt, baby quillan",1940,94.0,min
ds1229,talespin,"charlie adler, jim cummings, ed gilbert, chuck mccann, alan roberts, sally struthers",1990,1.0,season
ds1230,tall tale,"scott glenn, oliver platt, nick stahl, stephen lang, roger brown, jared harris",1995,97.0,min
ds1231,tangled,"mandy moore, zachary levi, donna murphy, ron perlman, m.c. gainey, jeffrey tambor",2010,101.0,min
ds1232,tangled before ever after,"zachary levi, mandy moore, eden espinosa, clancy brown, julie bowen, laura benanti",2017,58.0,min
ds1233,tarzan & jane,"michael weiss, olivia d'abo, rene auberjonois, jeff bennett, jim cummings, grey delisle",2002,78.0,min
ds1234,teacher's pet,"nathan lane, kelsey grammer, shaun fleming, debra rupp, david stiers, jerry stiller",2004,75.0,min
ds1235,teen beach 2,"ross lynch, maia mitchell, grace phipps, garrett clayton, john deluca, chrissie fit",2015,106.0,min
ds1236,teen beach movie,"ross lynch, maia mitchell, grace phipps, garrett clayton, john deluca, chrissie fit",2013,97.0,min
ds1237,teen spirit,"cassie scerbo, lindsey shaw, chris zylka, tim gunn, carissa capobianco, gabriela lopez",2011,82.0,min
ds1238,that darn cat,"christina ricci, doug doug, george dzundza, peter boyle, michael mckean, bess armstrong",1997,90.0,min
ds1239,that darn cat!,"hayley mills, dean jones, dorothy provine, roddy mcdowall, neville brand, elsa lanchester",1965,116.0,min
ds1240,the absent-minded professor,"fred macmurray, nancy olson, keenan wynn, tommy kirk, leon ames, elliott reid",1961,96.0,min
ds1241,the adventures of andré & wally b.,,1984,2.0,min
ds1242,the adventures of bullwhip griffin,"roddy mcdowall, suzanne pleshette, karl malden, harry guardino, richard haydn, hermione baddeley",1967,111.0,min
ds1243,the adventures of huck finn,"elijah wood, courtney vance, robbie coltrane, jason robards, ron perlman, dana ivey",1993,108.0,min
ds1244,the adventures of ichabod and mr. toad,"bing crosby, basil rathbone, eric blore, pat o'malley, john ployardt, colin campbell",1949,69.0,min
ds1245,the adventures of spin and marty,"david stollery, tim considine",1955,1.0,season
ds1246,the african lion,winston hibler,1955,72.0,min
ds1247,the apple dumpling gang,"bill bixby, susan clark, don knotts, tim conway, david wayne, slim pickens",1975,100.0,min
ds1248,the apple dumpling gang rides again,"tim conway, don knotts, tim matheson, kenneth mars, elyssa davalos, jack elam",1979,89.0,min
ds1249,the aristocats,"phil harris, eva gabor, sterling holloway, scatman crothers, paul winchell, lord tim hudson",1970,81.0,min
ds1250,the art of skiing,john mcleish,1941,8.0,min
ds1251,the avengers: earth's mightiest heroes,"eric loomis, bumper robinson, dawn olivera, phil lamarr, alex desert, kari wuhrer",2010,2.0,season
ds1252,the avengers: united they stand,"martin roach, rod wilson, lenore zann, ron rubin, hamish mcewan, lynda ballantyne",1999,1.0,season
ds1253,the band concert,clarence nash,1935,10.0,min
ds1254,the bears and i,"patrick wayne, chief george, andrew duggan, michael ansara, robert pine, val devargas",1974,83.0,min
ds1255,the big bad wolf,,1934,9.0,min
ds1256,the biscuit eater,"earl holliman, patricia crowley, lew ayres, godfrey cambridge, beah richards, clifton james",1972,93.0,min
ds1257,the black cauldron,"grant bardsley, susan sheridan, freddie jones, nigel hawthorne, arthur malet, john byner",1985,82.0,min
ds1258,the black hole,"maximilian schell, anthony perkins, robert forster, joseph bottoms, yvette mimieux, ernest borgnine",1979,98.0,min
ds1259,the blue umbrella,sarah jaffe,2013,7.0,min
ds1260,the book of once upon a time,kate mulvany,2014,4.0,season
ds1261,the book of pooh,"jim cummings, paul tiesler, jeff bennett, peter cullen, stephanie d’abruzzo, john fiedler",2000,2.0,season
ds1262,the brave little toaster goes to mars,"deanna oliver, tim stack, roger kabler, thurl ravenscroft, eric lloyd, farrah fawcett",1998,73.0,min
ds1263,the castaway cowboy,"james garner, vera miles, robert culp, eric shea, elizabeth smith, manu tupou",1974,91.0,min
ds1264,the cheetah girls,"raven , adrienne bailon, kiely williams, sabrina bryan, juan chioran, lori alter",2003,94.0,min
ds1265,the cheetah girls 2,"raven-symoné , adrienne bailon, sabrina bryan, kiely williams, belinda peregrin, lori alter",2006,98.0,min
ds1266,the cheetah girls: one world,"adrienne bailon, sabrina bryan, kiely williams, roshan seth, michael steger, kunal sharma",2008,85.0,min
ds1267,the christmas star,"edward asner, rené auberjonois, jim metzler, susan tyrrell, karen landry, alan north",1986,94.0,min
ds1268,the chronicles of narnia: prince caspian,"georgie henley, skandar keynes, william moseley, anna popplewell, ben barnes, peter dinklage",2008,154.0,min
ds1269,"the chronicles of narnia: the lion, the witch and the wardrobe","georgie henley, skandar keynes, william moseley, anna popplewell, tilda swinton, james mcavoy",2005,147.0,min
ds1270,the color of friendship,"carl lumbly, penny johnson, shadia simmons, anthony burnett, travis davis, lindsey haun",2000,83.0,min
ds1271,the computer wore tennis shoes,"kurt russell, cesar romero, joe flynn, william schallert, alan hewitt, richard bakalyan",1969,90.0,min
ds1272,the country bears,"christopher walken, stephen tobolowsky, daryl mitchell, m.c. gainey, diedrich bader, alex rocco",2002,91.0,min
ds1273,the emperor's new groove,"david spade, john goodman, eartha kitt, patrick warburton, wendie malick, eli linnetz",2000,82.0,min
ds1274,the even stevens movie,"shia labeouf, christy romano, tom virtue, nick spano, steven lawrence, a.j. trauth",2003,94.0,min
ds1275,the flood,angela bassett,2018,93.0,min
ds1276,the fox and the hound,"mickey rooney, kurt russell, pearl bailey, jack albertson, sandy duncan, jeanette nolan",1981,85.0,min
ds1277,the fox and the hound 2,"reba mcentire, patrick swayze, jonah bobo, harrison fahn, jeff foxworthy, vicki lawrence",2006,73.0,min
ds1278,the game plan,"dwayne johnson, kyra sedgwick, morris chestnut, roselyn sanchez, madison pettis, gordon clapp",2007,112.0,min
ds1279,the ghosts of buxley hall,"dick o'neill, victor french, louise latham, rad daly, monte markham, ruta lee",1980,93.0,min
ds1280,the goddess of spring,,1934,10.0,min
ds1281,the golden touch,,1935,11.0,min
ds1282,the good dinosaur,"jeffrey wright, frances mcdormand, maleah padilla, ryan teeple, jack mcgraw, marcus scribner",2015,94.0,min
ds1283,the great muppet caper,"jim henson, frank oz, dave goelz, jerry nelson, richard hunt, charles grodin",1981,98.0,min
ds1284,the greatest game ever played,"shia labeouf, stephen dillane, peter firth, elias koteas, stephen marcus, josh flitter",2005,122.0,min
ds1285,the haunted mansion,"eddie murphy, terence stamp, nathaniel parker, marsha thomason, jennifer tilly, wallace shawn",2003,89.0,min
ds1286,the hockey champ,,1939,9.0,min
ds1287,the hunchback of notre dame,"tom hulce, demi moore, tony jay, kevin kline, paul kandel, jason alexander",1996,96.0,min
ds1288,the hunchback of notre dame ii,"jason alexander, jennifer hewitt, tom hulce, paul kandel, charles kimbrough, kevin kline",2002,69.0,min
ds1289,the imagineering story,,2019,1.0,season
ds1290,the incredible journey,"émile genest, john drainie, tommy tweed, sandra scott, syme jago, marion finlayson",1963,80.0,min
ds1291,the incredibles,"craig nelson, holly hunter, samuel jackson, jason lee, dominique louis, teddy newton",2004,116.0,min
ds1292,the journey of natty gann,"meredith salenger, john cusack, ray wise, lainie kazan, scatman crothers, barry miller",1985,101.0,min
ds1293,the jungle book 2,"john goodman, haley osment, mae whitman, connor funk, bob joles, tony jay",2003,77.0,min
ds1294,the jungle book: mowgli's story,"brandon baker, sherman howard, clancy brown, peri gilpin, wallace shawn, stephen tobolowsky",1998,77.0,min
ds1295,the legend of mor'du,"julie walters, steve purcell, callum o'neill",2012,8.0,min
ds1296,the lion king 1 1/2,"nathan lane, ernie sabella, julie kavner, jerry stiller, matthew broderick, robert guillaume",2004,80.0,min
ds1297,the lion king 2: simba's pride,"matthew broderick, neve campbell, andy dick, robert guillaume, james jones, moira kelly",1998,84.0,min
ds1298,the little mermaid,"rené auberjonois, christopher barnes, jodi benson, pat carroll, paddi edwards, buddy hackett",1989,86.0,min
ds1299,the little mermaid ii:  return to the sea,"jodi benson, samuel wright, tara charendoff, pat carroll, buddy hackett, kenneth mars",2000,77.0,min
ds1300,the little mermaid:  ariel's beginning,"jodi benson, samuel wright, jim cummings, sally field, tara strong, jennifer hale",2008,79.0,min
ds1301,the little whirlwind,"walt disney, thelma boardman",1941,9.0,min
ds1302,the living desert,winston hibler,1953,69.0,min
ds1303,the lizzie mcguire movie,"hilary duff, adam lamberg, robert carradine, hallie todd, jake thomas, yani gellman",2003,95.0,min
ds1304,the lost tomb of alexander the great,matt mcfetridge,2019,44.0,min
ds1305,the love bug (1969),"dean jones, michele lee, david tomlinson, buddy hackett, joe flynn, benson fong",1969,108.0,min
ds1306,the many adventures of winnie the pooh,"sebastian cabot, junius matthews, barbara luddy, howard morris, john fiedler, ralph wright",1977,75.0,min
ds1307,the million dollar duck,"dean jones, sandy duncan, joe flynn, tony roberts, james gregory, lee montgomery",1971,93.0,min
ds1308,the mistle-tones,"tia mowry, jonathan moore, andy gala, megan duffy, jason rogel, tammy townsend",2012,87.0,min
ds1309,the muppet christmas carol,"michael caine, steve whitmire, frank oz, dave goelz, jerry nelson, david rudman",1992,87.0,min
ds1310,the muppet movie,"jim henson, frank oz, jerry nelson, richard hunt, dave goelz, charles durning",1979,95.0,min
ds1311,the muppets,"jason segel, amy adams, chris cooper, rashida jones, steve whitmire, eric jacobson",2011,108.0,min
ds1312,the muppets (series),"bill barretta, dave goelz, eric jacobson, peter linz, david rudman, matt vogel",2015,1.0,season
ds1313,the new adventures of winnie the pooh,"jim cummings, paul winchell, john fiedler, ken sansome, tim hoskins, patty paris",1988,4.0,season
ds1314,the old mill,,1937,9.0,min
ds1315,the olympic champ,,1942,7.0,min
ds1316,the parent trap,"dennis quaid, natasha richardson, lisa walter, elaine hendrix, simon kunz, ronnie stevens",1998,129.0,min
ds1317,the parent trap (1961),"hayley mills, maureen o'hara, brian keith, charlie ruggles, una merkel, leo carroll",1961,129.0,min
ds1318,the pied piper,,1933,8.0,min
ds1319,the plausible impossible (disneyland: 1954-58),walt disney,1956,52.0,min
ds1320,the poof point,"tahj mowry, dawnn lewis, raquel lee, mark curry, bruce newbold, jan felt",2001,80.0,min
ds1321,the prince and the pauper,"guy williams, laurence naismith, donald houston, sean scully, niall macginnis, geoffrey keen",1962,94.0,min
ds1322,the princess and the frog,"anika rose, bruno campos, keith david, michael-leon wooley, jennifer cody, jim cummings",2009,99.0,min
ds1323,the princess diaries,"anne hathaway, heather matarazzo, hector elizondo, mandy moore, caroline goodall, robert schwartzman",2001,116.0,min
ds1324,the princess diaries 2: royal engagement,"anne hathaway, heather matarazzo, john rhys-davies, chris pine, callum blue, kathleen marshall",2004,114.0,min
ds1325,the proud family movie,"tommy davidson, kyla pratt, paula parker, jo payton, orlando brown, soleil frye",2005,95.0,min
ds1326,the reluctant dragon,"robert benchley, gerald mohr, alan ladd, florence gill, frances gifford, buddy pepper",1941,74.0,min
ds1327,the replacements,"nancy cartwright, grey delisle, kath soucie, daran norris, david mccallum, jeff bennett",2006,1.0,season
ds1328,the rescuers,"bob newhart, eva gabor, geraldine page, joe flynn, jeanette nolan, pat buttram",1977,78.0,min
ds1329,the rescuers down under,"bob newhart, eva gabor, john candy, tristan rogers, adam ryen, wayne robson",1990,78.0,min
ds1330,the rookie,"dennis quaid, rachel griffiths, jay hernandez, beth grant, angus jones, brian cox",2002,129.0,min
ds1331,the santa clause,"tim allen, judge reinhold, wendy crewson, eric lloyd, david krumholtz, larry brandenburg",1994,98.0,min
ds1332,the santa clause 2,"tim allen, judge reinhold, wendy crewson, elizabeth mitchell, david krumholtz, eric lloyd",2002,106.0,min
ds1333,the santa clause 3: the escape clause,"tim allen, elizabeth mitchell, judge reinhold, wendy crewson, ann-margret , eric lloyd",2006,94.0,min
ds1334,the scream team,"mark rendall, kat dennings, robert bockstael, eric idle, tommy davidson, gary reineke",2002,88.0,min
ds1335,the secret of the magic gourd,"劳奕嘉 , 朱祺隆 , 郭凯敏 , 郑嘉昊 , 孟谦 , 陈佩斯",2009,84.0,min
ds1336,the shaggy d.a.,"dean jones, tim conway, suzanne pleshette, keenan wynn, jo worley, dick van patten",1976,92.0,min
ds1337,the shaggy dog,"fred macmurray, jean hagen, tommy kirk, annette funicello, tim considine, kevin corcoran",1959,102.0,min
ds1338,the sign of zorro,"guy williams, george lewis, gene sheldon, henry calvin, tony russo, john dehner",1960,90.0,min
ds1339,the simple things,,1953,8.0,min
ds1340,the sound of music,"julie andrews, christopher plummer, richard haydn, peggy wood, evadne baker, portia nelson",1965,175.0,min
ds1341,the story of robin hood and his merrie men,"richard todd, joan rice, peter finch, james hayter, martita hunt, james justice",1952,84.0,min
ds1342,the strongest man in the world,"kurt russell, joe flynn, eve arden, cesar romero, phil silvers, dick van patten",1975,92.0,min
ds1343,the suite life movie,"cole sprouse, dylan sprouse, brenda song, debby ryan, matthew timmons, john ducey",2011,81.0,min
ds1344,the suite life of zack & cody,"cole sprouse, dylan sprouse, brenda song, ashley tisdale, phill lewis, kim rhodes",2004,3.0,season
ds1345,the suite life on deck,"cole sprouse, dylan sprouse, brenda song, debby ryan, phill lewis",2008,3.0,season
ds1346,the swap,"peyton list, jacob bertrand, darrin rose, claire rankin, callan potter, jesse bostick",2016,91.0,min
ds1347,the thirteenth year,"chez starbuck, dave coulier, lisa sullivan, justin ross, courtnee draper, tim redwine",1999,89.0,min
ds1348,the three caballeros,"aurora miranda, carmen molina, sterling holloway, clarence nash, joaquin garay, jose oliveira",1945,72.0,min
ds1349,the three musketeers,"charlie sheen, kiefer sutherland, chris o'donnell, oliver platt, tim curry, rebecca de mornay",1993,106.0,min
ds1350,the tigger movie,"jim cummings, nikita hopkins, ken sansom, john fiedler, peter cullen, andre stojka",2000,81.0,min
ds1351,the tortoise and the hare,,1935,9.0,min
ds1352,the ugly dachshund,"dean jones, suzanne pleshette, charlie ruggles, kelly thordsen, parley baer, robert kino",1966,93.0,min
ds1353,the ugly duckling,,1939,9.0,min
ds1354,the ultimate christmas present,"hallee hirsh, spencer breslin, hallie todd, brenda song, john salley, susan ruttan",2000,81.0,min
ds1355,the vanishing prairie,winston hibler,1954,71.0,min
ds1356,the wild,"kiefer sutherland, jim belushi, eddie izzard, janeane garofalo, william shatner, richard kind",2006,86.0,min
ds1357,the wise little hen,"clarence nash, florence gill",1934,8.0,min
ds1358,the wizards return: alex vs. alex,"selena gomez, jake t. austin, jennifer stone, gregg sulkin, beau mirchoff, maria canals-barrera",2013,59.0,min
ds1359,the world according to jeff goldblum,jeff goldblum,2019,2.0,season
ds1360,the young black stallion,"richard romanus, biana tamimi, patrick elyas, gerard rudolf, ali ameri, andries rossouw",2003,51.0,min
ds1361,three blind mouseketeers,"pinto colvig, billy bletcher",1936,9.0,min
ds1362,three days,,2001,93.0,min
ds1363,three little pigs,"billy bletcher, pinto colvig, dorothy compton, mary moder",1933,9.0,min
ds1364,three little wolves,,1936,9.0,min
ds1365,three men and a baby,"tom selleck, steve guttenberg, ted danson, margaret colin, celeste holm, nancy travis",1987,103.0,min
ds1366,three men and a little lady,"tom selleck, steve guttenberg, ted danson, nancy travis, christopher cazenove, fiona shaw",1990,104.0,min
ds1367,thru the mirror,"walt disney, marcelite garner, sonny dawson",1936,10.0,min
ds1368,tiger cruise,"hayden panettiere, troy evans, bianca collins, nathaniel lee jr., nathaniel lee, mercedes colon",2004,88.0,min
ds1369,tim burton’s the nightmare before christmas,"danny elfman, chris sarandon, catherine o'hara, william hickey, glenn shadix, paul reubens",1993,78.0,min
ds1370,timon & pumbaa,"quinton flynn, ernie sabella, jim cummings, nathan lane",1995,3.0,season
ds1371,tin toy,"tinny , billy",1988,5.0,min
ds1372,tinker bell,"mae whitman, kristin chenoweth, raven-symoné , lucy liu, america ferrera, jane horrocks",2008,81.0,min
ds1373,tinker bell and the great fairy rescue,"mae whitman, lauren mote, michael sheen, pamela adlon, lucy liu, raven-symoné",2010,80.0,min
ds1374,tinker bell and the lost treasure,"mae whitman, jesse mccartney, jane horrocks, lucy liu, raven-symoné , kristin chenoweth",2009,84.0,min
ds1375,titanic: 20 years later with james cameron,"james cameron, bob ballard",2017,47.0,min
ds1376,toby tortoise returns,,1936,8.0,min
ds1377,tom and huck,"jonathan thomas, brad renfro, eric schweig, charles rocket, amy wright, michael mcshane",1995,92.0,min
ds1378,toy story,"tom hanks, tim allen, don rickles, jim varney, wallace shawn, john ratzenberger",1995,83.0,min
ds1379,toy story 2,"tom hanks, tim allen, joan cusack, kelsey grammer, don rickles, jim varney",1999,93.0,min
ds1380,toy story 3,"tom hanks, tim allen, joan cusack, don rickles, wallace shawn, john ratzenberger",2010,103.0,min
ds1381,toy story toons: hawaiian vacation,"tom hanks, tim allen, joan cusack, kristen schaal, wallace shawn, axel geddes",2011,6.0,min
ds1382,toy story toons: partysaurus rex,"tom hanks, tim allen, wallace shawn, corey burton, tony cox, don fullilove",2012,9.0,min
ds1383,toy story toons: small fry,"tom hanks, tim allen, john ratzenberger, wallace shawn, joan cusack, estelle harris",2011,10.0,min
ds1384,trail of the panda,"zhong yu, zhang qi, daichi harashima, li feng, chang liu, ke qi",2009,89.0,min
ds1385,trailer horn,,1950,7.0,min
ds1386,treasure island,"bobby driscoll, robert newton, basil sydney, walter fitzgerald, denis o'dea, finlay currie",1950,96.0,min
ds1387,treasure of matecumbe,"robert foxworth, joan hackett, peter ustinov, vic morrow, johnny doran, billy attmore",1976,116.0,min
ds1388,treasure planet,"joseph gordon-levitt, brian murray, emma thompson, david pierce, martin short, dane davis",2002,98.0,min
ds1389,tree climbing lions,alexander braczkowski,2018,45.0,min
ds1390,tron,"jeff bridges, bruce boxleitner, david warner, cindy morgan, barnard hughes, dan shor",1982,96.0,min
ds1391,tru confessions,"shia labeouf, clara bryant, william mcguire, nicole dicker, kevin duhaney, yani gellman",2002,83.0,min
ds1392,tuck everlasting,"alexis bledel, ben kingsley, sissy spacek, amy irving, victor garber, jonathan jackson",2002,91.0,min
ds1393,tugboat mickey,"walt disney, clarence nash, pinto colvig",1940,8.0,min
ds1394,twas the night,"bryan cranston, josh zuckerman, jefferson mappin, brenda grate, rhys williams, barclay hope",2001,87.0,min
ds1395,twitches,"tia mowry, tamera mowry, kristen wilson, patrick fabian, pat kelly, jennifer robertson",2005,87.0,min
ds1396,twitches too,"tia mowry, tamera mowry, kristen wilson, patrick fabian, pat kelly, leslie seiler",2007,84.0,min
ds1397,unidentified flying oddball,"dennis dugan, jim dale, ron moody, kenneth more, john le mesurier, rodney bewes",1979,93.0,min
ds1398,up,"ed asner, christopher plummer, jordan nagai, bob peterson, delroy lindo, jerome ranft",2009,96.0,min
ds1399,"up, up and away","robert townsend, michael pagan, alex datcher, sherman hemsley, kevin connolly, olivia burnette",2000,78.0,min
ds1400,valiant,"ewan mcgregor, ricky gervais, tim curry, jim broadbent, hugh laurie, john cleese",2005,76.0,min
ds1401,waking sleeping beauty,"don hahn, ron clements, roy disney, glen keane, jeffrey katzenberg, roger allers",2010,87.0,min
ds1402,wall-e,"ben burtt, elissa knight, jeff garlin, fred willard, macintalk , john ratzenberger",2008,99.0,min
ds1403,wendy wu: homecoming warrior,"brenda song, shin koyamada, susan chuang, justin chon, michael cheng, andy fischer-price",2006,91.0,min
ds1404,whispers: an elephant's tale,"angela bassett, joanna lumley, anne archer, debi derryberry, kevin richardson, alice ghostley",2000,73.0,min
ds1405,white fang,"klaus brandauer, ethan hawke, seymour cassel, james remar, susan hogan, suzanne kent",1991,109.0,min
ds1406,who framed roger rabbit,"bob hoskins, christopher lloyd, stubby kaye, joanna cassidy, alan tilvern, richard leparmentier",1988,104.0,min
ds1407,wild yellowstone,bart thomasson,2015,1.0,season
ds1408,winged seduction: birds of paradise,josh goodman,2012,45.0,min
